term,name,ename,sex,party,partyGroup,areaName,committee,onboardDate,degree,tel,experience,fax,addr,picUrl,leaveFlag,leaveDate,leaveReason,
09,許毓仁,Hsu Yu-Jen,男,中國國民黨,中國國民黨,全國不分區,第9屆第1會期：司法及法制委員會;第9屆第2會期：司法及法制委員會;第9屆第3會期：外交及國防委員會;第9屆第4會期：外交及國防委員會;第9屆第5會期：司法及法制委員會;第9屆第6會期：司法及法制委員會;,2016/02/01,THNK 阿姆斯特丹創意領袖學院獎學金;國立政治大學英語系,國會研究室：02-2358-6161,Singularity University奇點大學高階經理人計劃獎學金行政院青年顧問團教育廣播電台諮詢委員教育部國教署諮詢委員英國創意城市顧問Charles L:andry諮詢委員PAN Asia Conference 2014 共同策展人經濟部技術處 DOIT 青年創意平台顧問TEDxTaipei共同創辦人、策展人TEDx 亞洲大使大哉問股份有限公司創意人,國會研究室：02-2358-6160,國會研究室：10051臺北市中正區濟南路1段3-1號0406室,http://www.ly.gov.tw//Images/Legislators/90058.jpg,否,,,
09,陳其邁,Chen Chi-Mai,男,民主進步黨,民主進步黨,全國不分區,第9屆第1會期：內政委員會;第9屆第1會期：紀律委員會;第9屆第2會期：內政委員會;第9屆第3會期：內政委員會;第9屆第3會期：程序委員會;第9屆第4會期：內政委員會;第9屆第4會期：程序委員會;第9屆第5會期：社會福利及衛生環境委員會;第9屆第6會期：社會福利及衛生環境委員會;,2016/02/01,高雄中學畢業;中山醫學院醫學系畢業;國立臺灣大學公共衛生研究所預防醫學碩士;醫師檢覈考試及格;醫師高等考試及格,國會研究室：02-2358-8566;高雄服務處：07-3825-189,1989長庚醫院醫師1995立法委員(第3、4、5、8屆)2004擔任行政院政務委員2005代理高雄市市長2006英國倫敦政經學院任訪問學者2007總統府副秘書長2008民進黨副秘書長2011民進黨政策委員會執行長,國會研究室：02-2358-8570;高雄服務處：07-3825-177,國會研究室：10051臺北市中正區濟南路1段3-1號1105室;高雄服務處：高雄市三民區九如一路395號,http://www.ly.gov.tw//Images/Legislators/90059.jpg,否,,,
09,陳宜民,Chen Yi-Ming,男,中國國民黨,中國國民黨,全國不分區,第9屆第1會期：社會福利及衛生環境委員會;第9屆第1會期：經費稽核委員會;第9屆第2會期：社會福利及衛生環境委員會;第9屆第2會期：經費稽核委員會;第9屆第3會期：社會福利及衛生環境委員會;第9屆第3會期：經費稽核委員會;第9屆第4會期：社會福利及衛生環境委員會;第9屆第4會期：經費稽核委員會;第9屆第5會期：社會福利及衛生環境委員會;第9屆第5會期：紀律委員會;第9屆第6會期：社會福利及衛生環境委員會;第9屆第6會期：程序委員會;第9屆第6會期：紀律委員會;第9屆第6會期：經費稽核委員會;,2016/02/01,國立陽明大學醫學士(第一屆);陽明大學微生物暨免疫學研究所第一屆碩士;美國哈佛大學公共衛生學院科學博士;美國國家衛生院癌症醫學中心分子腫瘤實險室博士後研究員;美國國家衛生院癌症醫學中心HIV抗藥研究計畫訪問科學家,國會研究室：02-2358-6246;高雄服務處：07-269-6010,高雄醫學大學學術副校長、傳染病與癌症研究中心主任、醫學研究所特聘教授國立中山大學生物醫學研究所合聘教授國立高雄應用科技大學合聘教授國立陽明大學兼任教授臺北醫學大學兼任教授「衛生福利部愛滋病防治及感染者權益保障會」政策工作小組召集人法務部毒品審議委員會委員社團法人國家生技醫療產業策進會副執行長臺灣預防醫學會常務監事臺灣減害協會監事考選部高普考生物醫學類典試委員兼召集人國立陽明大學公衛所所長國立陽明大學國際長國立陽明大學研發長臺灣預防醫學學會理事長臺灣減害協會創會會長希望工作坊創辦人臺灣愛滋燭光紀念活動發起人臺灣關愛之家協會理事臺灣愛滋紀念被單國際展策展人消基會衛生保健組召集人微生物學會理事教育部醫學教育委員會醫事教育小組召集人教育部醫學教育委員會公共衛生小組召集人考試院醫師國家考試微生物學門召集人臺北市政府顧問,國會研究室：02-2358-6380;高雄服務處：07-269-5330,國會研究室：10051臺北市中正區青島東路1號3306室;高雄服務處：80247高雄市苓雅區華新街10號,http://www.ly.gov.tw//Images/Legislators/90060.jpg,否,,,
09,陳怡潔,Chen Yi-Chieh,女,親民黨,親民黨,全國不分區,第9屆第1會期：內政委員會;第9屆第1會期：程序委員會;第9屆第2會期：內政委員會;第9屆第2會期：程序委員會;第9屆第3會期：內政委員會;第9屆第3會期：程序委員會;第9屆第4會期：內政委員會;第9屆第4會期：程序委員會;第9屆第5會期：內政委員會;第9屆第6會期：內政委員會;,2016/02/01,銘傳大學管理學院研究所博士,國會研究室：02-2358-6798,第8屆親民黨全國不分區立法委員臺北市政府青年事務委員會副主任委員銘傳大學管理學院助理教授德明財經科技大學助理教授康寧護專企管科講師財團法人臺北市陳安文教基金會執行長,國會研究室：02-2358-6800,國會研究室：10051臺北市中正區濟南路1段3-1號0507室,http://www.ly.gov.tw//Images/Legislators/90061.jpg,否,,,
09,陳明文,Chen Ming-Wen,男,民主進步黨,民主進步黨,嘉義縣第2選舉區,第9屆第1會期：經濟委員會;第9屆第2會期：經濟委員會;第9屆第3會期：經濟委員會;第9屆第4會期：經濟委員會;第9屆第5會期：交通委員會;第9屆第6會期：交通委員會;第9屆第6會期：紀律委員會;,2016/02/01,私立東海大學哲學系畢業,國會研究室：02-2358-8101;嘉義服務處：05-225-5589;民雄服務處：05-226-0502,嘉義縣議會第9屆議員、第10屆議長臺灣省議會第8、9、10屆議員第4屆立法委員嘉義縣第14、15屆縣長第7、8屆立法委員,國會研究室：02-2358-8105;嘉義服務處：05-225-1641;民雄服務處：05-226-4711,國會研究室：10051臺北市中正區青島東路1號3101室;嘉義服務處：600嘉義市民族路909號;民雄服務處：嘉義縣民雄鄉東榮村文化路24-1號,http://www.ly.gov.tw//Images/Legislators/90062.jpg,否,,,
09,陳亭妃,Chen Ting-Fei,女,民主進步黨,民主進步黨,臺南市第3選舉區,第9屆第1會期：外交及國防委員會;第9屆第2會期：外交及國防委員會;第9屆第3會期：教育及文化委員會;第9屆第4會期：教育及文化委員會;第9屆第5會期：教育及文化委員會;第9屆第6會期：教育及文化委員會;第9屆第6會期：紀律委員會;,2016/02/01,長榮大學經營管理學研究所碩士;文化大學;家齊女中;中山國中;協進國小,國會研究室：02-2358-6761;北區服務處：06-280-3906;安南區服務處：06-256-8012,第7、8屆立法委員立法院民進黨團書記長、副書記長、副幹事長立法院國防外交委員會召委立法院教育文化委員會召委民進黨中常委民進黨中執委民進黨2014市長議員選舉對策委員會委員臺南市議員,國會研究室：02-2358-6755;北區服務處：06-358-6489;安南區服務處：06-256-0701,國會研究室：10051臺北市中正區濟南路1段3-1號1101室;北區服務處：704臺南市北區海安路三段963號;安南區服務處：709臺南市安南區安中路二段8號,http://www.ly.gov.tw//Images/Legislators/90063.jpg,否,,,
09,陳素月,Chen Su-Yueh,女,民主進步黨,民主進步黨,彰化縣第4選舉區,第9屆第1會期：交通委員會;第9屆第2會期：交通委員會;第9屆第3會期：交通委員會;第9屆第4會期：交通委員會;第9屆第4會期：紀律委員會;第9屆第5會期：交通委員會;第9屆第6會期：交通委員會;,2016/02/01,文化大學史學研究所碩士;文化大學史學系;台中女中;南投縣名間國中、僑興國小,國會研究室：02-2358-6691;員林服務處：04-832-8552;社頭服務處：04-872-5011,第8屆立法委員第16、17屆彰化縣議員國立空中大學講師財團法人拓展文教基金會執行長立法委員魏明谷國會助理大葉大學兼任講師民主進步黨第10~16屆全國黨員代表彰化縣南投同鄉會總幹事員林百果山獅子會第21屆會長,國會研究室：02-2358-6695;員林服務處：04-835-3414;社頭服務處：04-872-0411,國會研究室：10051臺北市中正區濟南路1段3-1號2109室;員林服務處：彰化縣員林鎮惠來里惠明街219號;社頭服務處：彰化縣社頭鄉員集路二段247巷18號,http://www.ly.gov.tw//Images/Legislators/90064.jpg,否,,,
09,陳曼麗,Chen Man-Li,女,民主進步黨,民主進步黨,全國不分區,第9屆第1會期：社會福利及衛生環境委員會;第9屆第1會期：程序委員會;第9屆第2會期：社會福利及衛生環境委員會;第9屆第2會期：程序委員會;第9屆第3會期：社會福利及衛生環境委員會;第9屆第3會期：程序委員會;第9屆第3會期：經費稽核委員會;第9屆第4會期：社會福利及衛生環境委員會;第9屆第4會期：程序委員會;第9屆第4會期：經費稽核委員會;第9屆第5會期：社會福利及衛生環境委員會;第9屆第6會期：社會福利及衛生環境委員會;,2016/02/01,美國聖地牙哥國家大學公共行政管理碩士,國會研究室：02-2358-6391,主婦聯盟環境保護基金會董事長台灣婦女團體全國聯合會理事長行政院國家永續發展委員會委員法律扶助基金會董事,國會研究室：02-2358-6330,國會研究室：10051臺北市中正區濟南路1段3-1號0606室,http://www.ly.gov.tw//Images/Legislators/90065.jpg,否,,,
09,陳雪生,Chen Hsueh-Sheng,男,中國國民黨,中國國民黨,連江縣選舉區,第9屆第1會期：交通委員會;第9屆第1會期：紀律委員會;第9屆第2會期：交通委員會;第9屆第2會期：紀律委員會;第9屆第3會期：交通委員會;第9屆第4會期：交通委員會;第9屆第5會期：交通委員會;第9屆第6會期：交通委員會;,2016/02/01,省立豐原商職畢業,國會研究室：02-2358-6631;南竿服務處：0836-25016,第3屆國大代表第3、4屆連江縣縣長雪源文教基金會董事長馬祖馬尾經貿交流協會理事長國立馬祖高中校友會理事長 連江縣體育會理事長第8屆連江縣立法委員,國會研究室：02-2358-6635;南竿服務處：0836-25018,國會研究室：10051臺北市中正區濟南路1段3-1號2107室;南竿服務處：209連江縣南竿鄉介壽村237號,http://www.ly.gov.tw//Images/Legislators/90066.jpg,否,,,
09,陳超明,Chen Chao-Ming,男,中國國民黨,中國國民黨,苗栗縣第1選舉區,第9屆第1會期：內政委員會;第9屆第2會期：內政委員會;第9屆第2會期：紀律委員會;第9屆第3會期：經濟委員會;第9屆第4會期：經濟委員會;第9屆第5會期：經濟委員會;第9屆第6會期：經濟委員會;第9屆第6會期：紀律委員會;,2016/02/01,新竹縣竹東高中 ;國立政治大學公共行政學系,國會研究室：02-2358-6611;竹南服務處：037-468-448,苗栗縣第12、13屆縣議員 第10屆省議員 第4、8屆立法委員 總統府顧問 行政院顧問,國會研究室：02-2358-6615;竹南服務處：037-478-508,國會研究室：10051臺北市中正區濟南路1段3-1號1003室;竹南服務處：350苗栗縣竹南鎮環市路二段139號,http://www.ly.gov.tw//Images/Legislators/90067.jpg,否,,,
09,陳歐珀,Chen Ou-Po,男,民主進步黨,民主進步黨,宜蘭縣選舉區,第9屆第1會期：交通委員會;第9屆第2會期：交通委員會;第9屆第3會期：交通委員會;第9屆第3會期：紀律委員會;第9屆第4會期：交通委員會;第9屆第5會期：交通委員會;第9屆第6會期：交通委員會;,2016/02/01,國立中興大學森林研究所碩士;國立中興大學森林所學士;省立宜蘭高級中學,國會研究室：02-2358-6220;宜蘭服務處：03-936-6299;羅東服務處：03-957-2099,第8屆立法委員國立臺灣大學環工所博士生宜蘭縣政府機要秘書勞委會羅東、新店就業服務站站長國民大會代表民進黨宜蘭縣黨部主任委員臺灣省第10屆臺灣省議會議員三星鄉代理鄉長（創辦蔥蒜節）國立宜蘭大學兼任講師林業科高考及格,國會研究室：02-2358-6170;宜蘭服務處：03-936-6189;羅東服務處：,國會研究室：10051臺北市中正區濟南路1段3-1號0408室;宜蘭服務處：宜蘭市民族路593號;羅東服務處：羅東鎮興東南路152號,http://www.ly.gov.tw//Images/Legislators/90068.jpg,否,,,
09,陳瑩,Chen Ying,女,民主進步黨,民主進步黨,平地原住民,第9屆第1會期：社會福利及衛生環境委員會;第9屆第2會期：社會福利及衛生環境委員會;第9屆第2會期：紀律委員會;第9屆第3會期：社會福利及衛生環境委員會;第9屆第3會期：紀律委員會;第9屆第4會期：社會福利及衛生環境委員會;第9屆第5會期：社會福利及衛生環境委員會;第9屆第6會期：社會福利及衛生環境委員會;,2016/02/01,美國伊利諾大學香檳校園音樂系博士班畢業;美國伊利諾大學香檳校園音樂系碩士班畢業;美國舊金山音樂學院學士畢業;美國夏威夷楊百翰大學學士肄業;高雄文藻外語大學畢業,國會研究室：02-2358-8276;臺東服務處：089-360-612;桃園服務處：03-380-5541,第6屆平地原住民立法委員第7屆不分區立法委員第7屆第4會期社會福利及衛生福利環境委員會召集委員第7屆第6會期外交國防委員會召委立法院民主進步黨團團書記長民主進步黨中央常務委員美國伊俐諾大學香檳校園教學助理,國會研究室：02-2358-8280;臺東服務處：089--360-181;桃園服務處：03-380-141,國會研究室：10051臺北市中正區青島東路1號3403室;臺東服務處：臺東縣臺東市傳廣路263號;桃園服務處：桃園市大溪區介壽路756號,http://www.ly.gov.tw//Images/Legislators/90069.jpg,否,,,
09,陳學聖,ChenShei-Saint,男,中國國民黨,中國國民黨,桃園市第3選舉區,第9屆第1會期：教育及文化委員會;第9屆第1會期：紀律委員會;第9屆第2會期：教育及文化委員會;第9屆第2會期：紀律委員會;第9屆第3會期：教育及文化委員會;第9屆第4會期：教育及文化委員會;第9屆第4會期：紀律委員會;第9屆第5會期：教育及文化委員會;第9屆第6會期：教育及文化委員會;,2016/02/01,建國中學;國立臺灣大學政治學系學士;淡江大學中國大陸研究所碩士,國會研究室：02-2358-6699;中壢服務處：03-491-5550,第4、5、8屆立法委員桃園縣政府文化局局長中國國民黨桃園縣、市黨部主委亞洲電台資深主持人中華民國保護動物協會理事長中華民國腦性麻痺協會理事長中國時報撰述委員,國會研究室：02-2358-6700;中壢服務處：03-491-8270,國會研究室：10051臺北市中正區濟南路1段3-1號0908室;中壢服務處：桃園市中壢區中央西路二段281號4樓,http://www.ly.gov.tw//Images/Legislators/90070.jpg,否,,,
09,陳賴素美,Chen Lai Su-Mei,女,民主進步黨,民主進步黨,桃園市第2選舉區,第9屆第1會期：財政委員會;第9屆第2會期：財政委員會;第9屆第3會期：財政委員會;第9屆第3會期：經費稽核委員會;第9屆第4會期：財政委員會;第9屆第4會期：經費稽核委員會;第9屆第5會期：財政委員會;第9屆第6會期：財政委員會;,2016/02/01,萬能科技大學學士畢業;國立新竹高商,國會研究室：02-2358-6136;楊梅區服務處：03-482-1333;觀音區服務處：03-473-2535;大園區服務處：03-385-0188;新屋區服務處：03-477-0123,第9屆立法委員民主進步黨中央執行委員中央大學EMBA企管碩士班國家地政士特考及格桃園市議會第1屆市議員桃園縣議會第16、17屆議員民主進步黨桃園市黨部主任委員桃園市陳姓宗親會副會長桃園市賴姓宗親會副會長楊光國中小家長會長桃園市大聨盟棒壘球協會理事長桃園市楊梅慢速壘球協會理事長,國會研究室：02-2358-6140;楊梅區服務處：03-482-2266;觀音區服務處：03-473-7855;大園區服務處：03-385-0185;新屋區服務處：03-477-2238,國會研究室：10051臺北市中正區濟南路1段3-1號0601室;楊梅區服務處：326桃園市楊梅區梅獅路二段65號;觀音區服務處：328桃園市觀音區中正路156號;大園區服務處：337桃園市大園區中山南路109號;新屋區服務處：327桃園市新屋區電信街13號,http://www.ly.gov.tw//Images/Legislators/90071.jpg,否,,,
09,曾銘宗,TsengMing-chung,男,中國國民黨,中國國民黨,全國不分區,第9屆第1會期：財政委員會;第9屆第1會期：程序委員會;第9屆第2會期：財政委員會;第9屆第2會期：程序委員會;第9屆第3會期：內政委員會;第9屆第3會期：程序委員會;第9屆第3會期：紀律委員會;第9屆第4會期：內政委員會;第9屆第4會期：程序委員會;第9屆第5會期：財政委員會;第9屆第5會期：程序委員會;第9屆第6會期：財政委員會;第9屆第6會期：程序委員會;,2016/02/01,臺北大學企業管理研究所博士,國會研究室：02-2358-8286,合作金庫銀行副總經理、總經理行政院金融監督管理委員會銀行局副局長行政院金融監督管理委員會檢查局局長財政部常務次長兼國安基金執行秘書財政部政務次長兼國安基金執行秘書財政部政務次長兼臺灣金控暨臺灣銀行董事長金融監督管理委員會主任委員其他事項：一、合作金庫銀行總經理(2001年-2004年)經營合庫銀行，績效深獲肯定。 擔任合庫銀行總經理期間，就任時逾期放款金額高達907億元，逾期放款比率高達7.7％，截至93年7月卸任時，逾期放款金額已降為498億元，逾期放款比率降為3.98％，且三個年度均超逾預算盈餘目標，經營績效經行政院考列為甲等，並深受同業及員工肯定。二、財政部次長(2008年-2013年)金融海嘯期間，執行股市護盤，達成穩定股市目標。 財政部次長任內兼任國安基金執行秘書，於97年8月至12月底，及100年12月至101年１月間，執行2次股市護盤工作，不僅達成穩定股市目標，且獲利高達374億元，對穩定股市、維持股市流動性及國庫收入均有重大貢獻三、金管會主委(2013年-2016年)金管會主委任內推動金融打亞洲盃、金融進口替代、OBU業務負面表列、接管清算幸福人壽等三家問題保險公司、建立OIU境外保險制度、建立保險業立即糾正措施、開放當沖交易制度、放寬交易漲跌幅為10％及創立創櫃板制度政績卓著，被外界認為是歷年來最具開創性的主委！並榮獲總統府及行政院頒發「景星勳章」及「一等功績獎章」四、2014年獲頒「李國鼎管理獎章」五、「公民監督國會聯盟」評鑑為:優秀立委六、「口袋國會」評鑑為：(一)財政、內政委員會表現最優良立委(二)全院優質立委(全院僅3名委員獲獎)七、當選立法院國民黨團9-5會期首席副書記長八、當選立法院國民黨團9-6會期書記長,國會研究室：02-2358-8290,國會研究室：10051臺北市中正區青島東路1號3405室,http://www.ly.gov.tw//Images/Legislators/90072.jpg,否,,,
09,費鴻泰,Fai Hrong-Tai,男,中國國民黨,中國國民黨,臺北市第7選舉區,第9屆第1會期：財政委員會;第9屆第2會期：財政委員會;第9屆第3會期：財政委員會;第9屆第4會期：財政委員會;第9屆第4會期：紀律委員會;第9屆第5會期：財政委員會;第9屆第6會期：財政委員會;第9屆第6會期：經費稽核委員會;,2016/02/01,美國肯塔基大學統計學博士;美國北伊利諾大學統計學碩士;國立中興大學統計學學士;成功高中;大安國中;三興國小;信義國小,國會研究室：02-2358-6990;服務處：02-2729-1966,立法委員（94年迄今）國民黨中央常務委員立法院國民黨團書記長立法院財政委員會召集委員立法院程序委員會召集委員立法院經費稽核委員會委員臺北市議會副議長（87-91年）臺北市議會議員（83-93年）,國會研究室：02-2358-6994;服務處：02-2720-9492,國會研究室：10051臺北市中正區濟南路1段3-1號0502室;服務處：11050臺北市信義區莊敬路311號5樓,http://www.ly.gov.tw//Images/Legislators/90073.jpg,否,,,
09,黃秀芳,Huang Shiou-Fang,女,民主進步黨,民主進步黨,彰化縣第2選舉區,第9屆第1會期：社會福利及衛生環境委員會;第9屆第2會期：社會福利及衛生環境委員會;第9屆第3會期：社會福利及衛生環境委員會;第9屆第4會期：社會福利及衛生環境委員會;第9屆第5會期：社會福利及衛生環境委員會;第9屆第6會期：社會福利及衛生環境委員會;,2016/02/01,靜宜大學外文系畢業,國會研究室：02-2358-6256;彰化服務處：04-728-0980,彰化縣第16、17、18屆縣議員台灣關懷婦女協會理事長關懷文教基金會執行長立法委員周清玉國會辦公室主任,國會研究室：02-2358-6260;彰化服務處：04-728-1498,國會研究室：10051臺北市中正區濟南路1段3-1號0407室;彰化服務處：彰化縣彰化市中正路一段477號,http://www.ly.gov.tw//Images/Legislators/90074.jpg,否,,,
09,黃昭順,Huang Chao-Shun,女,中國國民黨,中國國民黨,全國不分區,第9屆第1會期：內政委員會;第9屆第1會期：紀律委員會;第9屆第2會期：內政委員會;第9屆第3會期：內政委員會;第9屆第4會期：內政委員會;第9屆第5會期：內政委員會;第9屆第6會期：內政委員會;第9屆第6會期：紀律委員會;第9屆第6會期：經費稽核委員會;,2016/02/01,國立中山大學高階經營碩士;高雄醫學大學藥學系;省立臺南女中,國會研究室：02-2358-6786;新庄服務處：07-341-3361,高雄市議會1~3屆市議員第2~8屆立法委員行政院婦女權益促進委員會委員婦女工作會主任,國會研究室：02-2358-6790;新庄服務處：07-341-2672,國會研究室：10051臺北市中正區濟南路1段3-1號1107室;新庄服務處：813高雄市左營區新庄仔路425號,http://www.ly.gov.tw//Images/Legislators/90075.jpg,否,,,
09,黃偉哲,Huang Wei-Che,男,民主進步黨,民主進步黨,臺南市第2選舉區,第9屆第1會期：經濟委員會;第9屆第1會期：經費稽核委員會;第9屆第2會期：經濟委員會;第9屆第2會期：紀律委員會;第9屆第2會期：經費稽核委員會;第9屆第3會期：經濟委員會;第9屆第4會期：經濟委員會;第9屆第5會期：外交及國防委員會;第9屆第6會期：外交及國防委員會;,2016/02/01,國立臺灣大學學士;美國耶魯大學碩士;美國哈佛大學碩士,國會研究室：02-2358-8311;佳里服務處：06-723-0100;麻豆服務處：06-571-7753;北區服務處：06-221-0377;南科服務處：06-581-2798;南區服務處：06-2922-066;仁德服務處：06-2705-600;新營服務處：06-656-6331,立法院第6、7、8屆立法委員國民大會代表台南縣議員行政院顧問行政院農業委員會專門委員,國會研究室：02-2358-8315;佳里服務處：06-723-0023;麻豆服務處：06-571-0225;北區服務處：06-221-0378;南科服務處：06-581-9168;南區服務處：06-2922-088;仁德服務處：06-2709-600;新營服務處：,國會研究室：10051臺北市中正區青島東路1號3303室;佳里服務處：臺南市佳里區進學路130號;麻豆服務處：臺南市麻豆區南勢里62-2號;北區服務處：臺南市北區公園南路360號之1;南科服務處：臺南市善化區中山路564號;南區服務處：臺南市南區金華路一段104號;仁德服務處：臺南市仁德區中正二路740號;新營服務處：臺南市新營區長榮路一段343號,http://www.ly.gov.tw//Images/Legislators/90076.jpg,否,,,
09,黃國昌,Huang Kuo-Chang,男,時代力量,時代力量,新北市第12選舉區,第9屆第1會期：財政委員會;第9屆第2會期：財政委員會;第9屆第3會期：財政委員會;第9屆第4會期：財政委員會;第9屆第5會期：司法及法制委員會;第9屆第6會期：司法及法制委員會;,2016/02/01,臺灣大學法律系學士;美國康乃爾大學法學博士,國會研究室：02-2358-6916;汐止服務處：02-2643-1123;瑞芳服務處：02-2497-0110;金萬服務處：02-2408-2685,前中央研究院法律學研究所研究員臺灣大學、台北大學兼任副教授美國傅爾布萊特獎訪問學人執業律師、司法官特考及格澄社社長台灣法學會理事、秘書長,國會研究室：02-2358-6910;汐止服務處：02-2643-1266;瑞芳服務處：;金萬服務處：,國會研究室：10051臺北市中正區濟南路1段3-1號0905室;汐止服務處：221新北市汐止區大同路二段387號;瑞芳服務處：224新北市瑞芳區瑞芳街5號;金萬服務處：208新北市金山區中山路102號,http://www.ly.gov.tw//Images/Legislators/90077.jpg,否,,,
09,黃國書,Huang Kuo-Shu,男,民主進步黨,民主進步黨,臺中市第6選舉區,第9屆第1會期：教育及文化委員會;第9屆第1會期：紀律委員會;第9屆第2會期：教育及文化委員會;第9屆第3會期：交通委員會;第9屆第4會期：交通委員會;第9屆第5會期：教育及文化委員會;第9屆第6會期：教育及文化委員會;,2016/02/01,國立中興大學國際政治研究所碩士;國立臺北藝術大學;國立臺中一中,國會研究室：02-2358-6846;台中服務處：04-2376-8701,第8屆立法委員臺中市議員（連任五屆）民進黨第7屆中央評議委員臺中市醫師公會顧問臺中市棒球委員會副主委臺中市圍棋協會理事長臺中一中校友會監事臺中市書法協會理事臺中市西屯扶輪社社友,國會研究室：02-2358-6850;台中服務處：04-2376-8702,國會研究室：10051臺北市中正區濟南路1段3-1號0302室;台中服務處：403臺中市西區美村路一段632號B1,http://www.ly.gov.tw//Images/Legislators/90078.jpg,否,,,
09,楊曜,Yang Yao,男,民主進步黨,民主進步黨,澎湖縣選舉區,第9屆第1會期：社會福利及衛生環境委員會;第9屆第2會期：社會福利及衛生環境委員會;第9屆第3會期：社會福利及衛生環境委員會;第9屆第4會期：社會福利及衛生環境委員會;第9屆第5會期：社會福利及衛生環境委員會;第9屆第6會期：社會福利及衛生環境委員會;,2016/02/01,東海大學法律系,國會研究室：02-2358-6736;澎湖服務處：06-921-8678,民進黨澎湖縣黨部主任委員澎湖縣議員立法委員,國會研究室：02-2358-6740;澎湖服務處：06-921-1317,國會研究室：10051臺北市中正區濟南路1段3-1號0205室;澎湖服務處：澎湖縣馬公市新店路473號,http://www.ly.gov.tw//Images/Legislators/90079.jpg,否,,,
09,楊鎮浯,Yang Cheng-Wu,男,中國國民黨,中國國民黨,金門縣選舉區,第9屆第1會期：內政委員會;第9屆第2會期：內政委員會;第9屆第3會期：司法及法制委員會;第9屆第4會期：司法及法制委員會;第9屆第5會期：內政委員會;第9屆第5會期：紀律委員會;第9屆第6會期：內政委員會;,2016/02/01,金門高中;文化大學經濟系;英國西敏大學企管碩士,國會研究室：02-2358-6099;金門服務處：082-375-230;臺南服務處：06-233-5927,金控公司襄理金門縣政府機要秘書金門縣政府交通旅遊局專員金門縣政府交通旅遊局局長金門縣政府觀光處處長中國國民黨大陸事務部副主任,國會研究室：02-2358-6100;金門服務處：082-375-155;臺南服務處：,國會研究室：10051臺北市中正區青島東路1號3103室;金門服務處：金門縣金城鎮民權路154號;臺南服務處：臺南市永康區復國一路500號,http://www.ly.gov.tw//Images/Legislators/90080.jpg,否,,,
09,葉宜津,Yeh Yi-Jin,女,民主進步黨,民主進步黨,臺南市第1選舉區,第9屆第1會期：交通委員會;第9屆第1會期：紀律委員會;第9屆第2會期：交通委員會;第9屆第3會期：司法及法制委員會;第9屆第4會期：司法及法制委員會;第9屆第5會期：交通委員會;第9屆第6會期：交通委員會;,2016/02/01,美國Bridgeport大學音樂碩士;奧地利維也納音樂學院畢業,國會研究室：02-2358-6291;新營服務處：06-657-2808,公民監督國會聯盟唯一評鑑滿分立委澄社評鑑連續多年獲得表現優秀立委商業周刊評鑑優秀立委2007年美國國務院「菁英計畫」訪問學人民進黨中央黨部婦女部主任民進黨立法院黨團總幹事、書記長現任立法委員臺灣省議員暨民進黨黨團總召,國會研究室：02-2358-6295;新營服務處：06-657-2818,國會研究室：10051臺北市中正區濟南路1段3-1號0403室;新營服務處：臺南市新營區民生路130號,http://www.ly.gov.tw//Images/Legislators/90081.jpg,否,,,
09,廖國棟Sufin．Siluko,Liao Kuo-Tung,男,中國國民黨,中國國民黨,平地原住民,第9屆第1會期：經濟委員會;第9屆第2會期：經濟委員會;第9屆第3會期：司法及法制委員會;第9屆第3會期：程序委員會;第9屆第4會期：司法及法制委員會;第9屆第5會期：經濟委員會;第9屆第6會期：經濟委員會;,2016/02/01,高雄醫學大學醫學系,國會研究室：02-2358-8176;台東服務處：089-228-798,第5、6、7、8屆立法委員第3屆國大代表台東基督教醫院主治醫師台東衛生局課長台東縣延平、海端、蘭嶼、長濱、成功等鄉鎮衛生所主任兼醫師中華兩岸少數民族知識經濟交流協會理事長立法院厚生會會長東甯診所院長中華海峽兩岸醫療暨健康產業發展協會理事長臺灣原住民企業人協會理事長立法院國民黨團書記長國民黨中常委,國會研究室：02-2358-8180;台東服務處：089-228-600,國會研究室：10051臺北市中正區濟南路1段3-1號0807室;台東服務處：臺東市四維路3段72號,http://www.ly.gov.tw//Images/Legislators/90082.jpg,否,,,
09,管碧玲,Kuan Bi-Ling,女,民主進步黨,民主進步黨,高雄市第5選舉區,第9屆第1會期：經濟委員會;第9屆第2會期：經濟委員會;第9屆第2會期：紀律委員會;第9屆第3會期：經濟委員會;第9屆第4會期：經濟委員會;第9屆第5會期：內政委員會;第9屆第6會期：內政委員會;第9屆第6會期：紀律委員會;,2016/02/01,臺灣大學政治學博士,國會研究室：02-2358-8146;大順服務處：07-559-7689;內惟服務處：07-533-0227,哈佛大學甘迺迪政府學院國家與國際安全高階行政專班結業國立台北大學公共行政暨政策學系副教授台灣教授協會秘書長高雄市新聞處處長、文化局局長第6、7、8屆立法委員立法院教育文化委員會、交通委員會召集委員立法院民進黨黨團幹事長民進黨中央黨部政策中心主任民進黨中央常務委員、中央執行委員,國會研究室：02-2358-8150;大順服務處：07-550-0266;內惟服務處：07-521-5237,國會研究室：10051臺北市中正區濟南路1段3-1號0901室;大順服務處：高雄市鼓山區大順一路929號;內惟服務處：高雄市鼓山區九如四路1097號,http://www.ly.gov.tw//Images/Legislators/90083.jpg,否,,,
