term,sessionPeriod,sessionTimes,meetingTimes,agendaNo,billName,docUrl,selectTerm,
08,05,06,,12,本院委員羅淑蕾等20人臨時提案，鑑於高鐵財務結構不佳並出現「資不抵債」的嚴重虧損危機，交通部要求未來高鐵應先行減資以改善財務，但政府卻未評估高鐵股東將股權賣給中國大陸的可能性。其實，出賣股權並非唯一作法，日本民間鐵道公司為解決財務問題而採取「出租命名權」的策略，大到車站的命名，小到火車上的車環，只要出錢就能冠上承租者的名稱。爰此，本席提案要求交通部責成高鐵公司評估出租命名權的可行性，以緩解高鐵財務危機，確保民眾行的權益，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/06-1030422/0805061030422_012.doc,all,
08,05,06,,13,本院委員徐欣瑩、李慶華、楊玉欣、陳碧涵、李貴敏等34人臨時提案，有鑑於市區上下午尖峰時間，在部分交通量較大的路口，直行車輛於路口綠燈時相進行右轉時，需禮讓行人優先穿越道路；然而，穿越路口的行人絡繹不絕，導致右轉車輛從綠燈時相等到紅燈時相，仍然無法右轉，無法於號誌週期內紓解車流，以致車流常迴堵至上游路段之情形。爰提案建請交通部公路總局、運輸研究所、道路交通安全督導委員會研議提出號誌燈完善設計方案，改善交通狀況與保障用路人安全，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/06-1030422/0805061030422_013.doc,all,
08,05,06,,14,本院委員顏寬恒等24人臨時提案，有鑑於政府為順利推行募兵制，訂頒「國軍醫院對榮民榮眷門診掛號費優惠」措施，以加強對榮民榮眷的醫療照顧服務，增加募兵誘因。惟國防部軍醫局僅為考量所屬人員作業方便，竟行文各軍醫院，將該掛號費優惠一覽表中「榮民榮眷」一詞，限縮解釋為「持有備役軍人眷屬身分證者」，致43萬未持有備役軍人眷屬身分證的榮眷未能獲得優待，實已影響該等人員之權益，並有實質進行分化榮民、製造對立之嫌，且將嚴重妨害募兵制工作之推行。爰提案建請國防部檢討修正該函釋，除「持有備役軍人眷屬身分證者」外，另加上「若持有足以證明榮眷關係之文件者」亦得給予優惠之條件，以落實上開政府照顧榮民榮眷美意，並增募兵誘因，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_018.doc,all,
08,05,06,,15,本院委員黃志雄等20人臨時提案，鑒於目前信用卡、現金卡借款利率過高，尤其現行銀行存款年利率已降至百分之一，一般消費性放款利率亦降至百分之十以下，民間金融消費利率皆已大幅下降，然信用卡、現金卡雙卡之借款利率，部分銀行卻仍依據民法第205條，將持卡人借款利率定為20%，顯然不符合目前實際存放款利率之比例，爰此建請金管會需於近日內，針對全台發卡機構進行全面金檢，若發現發卡機構未確切落實風險定價，必要時應不排除停辦信用卡業務予以懲戒，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/06-1030422/0805061030422_015.doc,all,
08,05,06,,16,本院委員廖國棟等11人臨時提案，鑒於內政部近期更新「新戶政系統」，然新系統卻僅以漢人思維角度設計姓名登記流程，無考量我十四族原住民同胞傳統姓名之登載方式，致使原住民同胞於辦理出生或回復傳統姓名上竟需要花費2小時以上，除擾民外更顯見政府機關漠視保存原住民族文化。為落實原住民族基本法第10條規定及保障原住民族傳統文化，爰要求內政部應儘速協同原住民族委員會，改正現行戶政系統對登記原住民傳統姓名之不便利性，以利原住民族回復傳統姓名，保障原住民族傳統文化延續，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/10-1030520/0805101030520_012.doc,all,
08,05,06,,17,本院委員吳育昇、李貴敏等17人臨時提案，有鑑於我國自產能源缺乏，98%以上的能源須由國外進口，為因應經濟永續發展，全力達成各類再生能源發展、穩定電力供應及降低碳排放之目標。實施綠色電價制度是新電力政策及推廣再生能源中不可或缺的重要措施之一。雖然，經濟部已著手規劃「自願性綠色電價制度試辦計畫」，初步規劃103年度下半年可認購之綠色電力量為3億1000萬度，然其計畫本身係以鼓勵民間認購綠色電力，對於政府部門是否應該優先認購綠色電力卻未加以規劃，本席建請行政院應同時研擬政府部門用電需求優先購買綠色電價，使民眾與政府共同支持推廣再生能源，進而發展綠能經濟，達成綠能供給、產業發展及環境保護三贏局面，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_009.doc,all,
08,05,06,,18,本院委員蕭美琴、田秋堇、陳其邁等15人臨時提案，有鑑於歐盟早於1993年便首度提出禁售「經動物試驗化妝品」之法規，並於2013年3月11日全面禁止進口及販售經動物實驗之化妝品與原料。反觀我國目前對於化妝品動物實驗之禁止卻仍毫無規範，不僅漠視「動物生命權益」與「實驗動物利用」之分際，難以順應世界潮流，亦難對我國動物的人道待遇有所提升。爰要求行政院協調相關部會響應並跟進立法，主動參照歐盟經驗、擬定禁令時程、輔導業者進行替代方案之引進或研發，並給予目前及未來市面上未經動物實驗之化妝品認證標章，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/06-1030422/0805061030422_018.doc,all,
08,05,06,,19,本院委員邱志偉、吳秉叡、邱議瑩、葉宜津等15人臨時提案，鑒於不孕症人工生殖醫療費用造成不孕症夫妻沉重經濟負擔，欲生育者礙於巨額醫療費用，無法進入醫療程序，甚至影響婚姻及家庭關係。中央倘針對不孕症夫妻提供人工生殖補助，將能符應內政部「鼓勵生育」之立場及相關政策，使國內約35萬不孕症夫妻受惠。因此，衛福部國民健康署應籌措經費，儘速試辦不孕症人工生殖補助方案，進行成效評估及修正後，正式施行，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/09-1030513/0805091030513_026.doc,all,
08,05,06,,20,本院台灣團結聯盟黨團臨時提案，有鑑於核四廠興建過程輕忽核能安全，屢出意外、預算不斷追加，更遭監察院調查糾正，弊端重重；且民間對核四廠位處斷層、活火山帶恐致災難之疑慮持續未解。1年前日本311福島核災之災難情形尚歷歷在目，台灣更應引以為鑑，藉由核災風險思考能源問題。然近來據聞核四電廠將向原能會申裝燃料棒，爰此，特建請行政院應責成經濟部及台電公司等相關單位，立即終止核能四廠反應爐燃料棒裝填計畫，並針對停建核四廠等問題，重新檢討國家能源政策，於3個月內提出具體計畫與時程，以邁向非核家園之路為目標，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/06-1030422/0805061030422_020.doc,all,
08,05,06,,21,本院委員魏明谷等17人臨時提案，鑒於臺中市政府為縮短臺中市烏日區與彰化縣芬園鄉跨越烏溪與貓羅溪之旅程時間，提出「國道三號烏日交流道聯絡道延伸至芬園段新闢工程」以改善溪南區域遲滯之發展。惟該路段自臺中市環中路八段跨越霧峰堤防後經過烏溪後再跨越芬園堤防與溪岸路，卻未延伸至彰化，恐未能達到有效連結大台中生活圈之意旨，爰建請行政院責成交通部與臺中市政府協調將「國道三號烏日交流道聯絡道延伸至芬園段新闢工程」再延伸至彰化縣境內台14線彰南路，以求提昇交通路網服務品質，帶動區域發展與繁榮地方，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/06-1030422/0805061030422_021.doc,all,
08,05,06,,22,本院委員黃偉哲等12人臨時提案，鑒於為了南韓歲月號客輪沉船事件，造成傷亡慘重，至今有58人遇難，仍有超過240人下落不明。台灣近年因應前往離島旅客數增加，也有許多交通船往返綠島、蘭嶼、金門、澎湖等各離島，為此要求交通部加強掌握各船舶實際營運情況及加強查核檢驗有無老舊船隻及超載現象，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/06-1030422/0805061030422_022.doc,all,
08,05,06,,23,本院委員盧嘉辰、林明溱、楊玉欣等19人臨時提案，有鑑於坊間通訊行競爭激烈，為衝業績常使用欺騙手法，誘騙民眾申辦門號，致使消費者蒙受損失。NCC應要求電信業者嚴格督促其經銷商，不得以不恰當行為銷售，若因此造成消費者損失，電信業者應協助民眾處理，並研擬相關措施，以杜絕此類不當行銷，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/06-1030422/0805061030422_023.doc,all,
08,05,08,,1,本院委員陳碧涵、江惠貞、楊玉欣等14人臨時提案，有鑑於苗栗縣西湖鄉是個寧靜純樸的鄉鎮，近年來高速鐵路的開發，為西湖鄉帶來了噪音汙染。高鐵苗栗段建造許多短型隧道，當高鐵列車經過時，所產生的音爆，對居民而言實在苦不堪言！雖然尚未超過「高速鐵路交通噪音管制標準規定」最大值80分貝規定，但試想突然每天有60分貝以上的音爆聲不斷的呼嘯而過，長期下來對居民的生活及精神是相當大的困擾與壓力。爰此建請交通部，於噪音法規內納入原始環境音值參考對照制度，且強化改善高鐵行經各鄉鎮的隔音措施。讓美麗、寧靜與開發可以共存，在追求現代化的同時，依舊可以保有鄉村的原始風貌與生活品質，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_001.doc,all,
08,05,08,,2,本院委員李貴敏、陳碧涵、楊玉欣、陳鎮湘、陳學聖、江惠貞等18人臨時提案，鑑於西方先進國家之科技及人才為我國學習或延攬之主要來源，惟據國際資料顯示，臺灣留學生人數正嚴重遞減中。以美國為例，臺灣留美人數連續6年遞減，且留美學生中，攻讀基礎科學（如物理、生命科學、數學、社會科學等）之比重偏低。鑑於基礎科學為厚植國家發展潛力不可或缺之基石，臺灣應積極鼓勵國人出國留學並培養科技人才，以避免臺灣競爭力衰減。為此，建請行政院儘速責成相關單位，預劃未來國家發展之基礎科學領域人才，並擬定具體方案鼓勵國人出國深造，以厚植臺灣發展實力，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_002.doc,all,
08,05,08,,3,本院台灣團結聯盟黨團臨時提案，有鑑於近來台灣正面臨人才流失的危機，財經、技術及管理等各方面專業人才與學術界菁英逐漸被中國、新加坡等國挖角，台灣人才流失問題已有從被動化為主動之趨勢，如果再不止血，台灣成長勢必受到影響。有鑑於此，爰要求行政院應責成相關主管機關於1個月內針對國內人力薪資結構的調整、鬆綁法令之限制、提供租稅獎勵誘因、提高技職體系補助等多面向提出檢討及因應策略，以避免人才流失問題對未來台灣的競爭力產生重大衝擊，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_003.doc,all,
08,05,08,,4,本院委員陳淑慧等15人臨時提案，鑑於教育部刻正推動之技職教育再造計畫及落實證能合一制度，必須整合教育、職訓與經建部門，針對弭平產學落差、改善證照檢考制度及擴大民間產業認同等相關工作，進行橫向銜接與跨部會協調，才能結合技職教育與專業認證，培育出符合產業需求的專業人才。爰提案建請行政院研議成立『技職教育再造及證能合一制度』跨部會推動小組，專責相關業務溝通、整合，以加速技職教育再造及證能合一制度之推動，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_004.doc,all,
08,05,08,,5,本院委員王育敏、楊玉欣、陳鎮湘等13人臨時提案，鑑於公園、速食店、學校等附設之兒童遊樂設施，親子使用率高，惟兒童遊戲場常見無人管理、業者擅自改裝遊具、安全稽查不足等問題，導致兒童受傷意外頻傳。爰建請經濟部標準檢驗局將非機械式之兒童遊樂設施，列為應施檢驗商品；行政院消費者保護處應將兒童遊樂設施之安全稽查，列為業務職掌，並指派消保官定期稽查各場所附設之兒童遊戲場；衛生福利部社會及家庭署應修正「各行業附設兒童遊樂設施安全管理規範」相關規定，為兒童遊戲安全加強把關，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_005.doc,all,
08,05,08,,6,本院委員江惠貞、李貴敏等22人臨時提案，鑒於現行動物保護法明定買賣寵物未植入晶片者得處以新臺幣4萬元以上20萬元以下罰鍰。然許多業者未依法行事，政府也未見積極稽查，致使立法美意無法落實。此外由於晶片資料並未和戶政系統連線，因此一旦飼主更改住址、電話卻沒去更改資料，寵物遺失時便很難聯繫上飼主。事實上，有晶片的寵物一旦被送進收容所，至少需等待30天以上，才能夠開放領養，不僅增加寵物生病機率，也讓有意領養者力不從心。然民眾質疑，1個飼主連寵物遺失7天都不知道、不尋找、不領回，他還有什麼資格擔任寵物的主人？為了保障寵物的生存權，認養流程顯然有縮短的必要。建請行政院農委會立即檢討認養流程政策、縮短認養流程，並於1個月內提出改善報告，讓台灣真正成為流浪動物友善國家，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_006.doc,all,
08,05,08,,7,本院委員蔣乃辛、丁守中等20人臨時提案，有鑑於台灣目前僅有九百多位麻醉醫師，其中二百位已改行，真正執業的只有七百位，卻需服務全國2300萬人口，其中金門縣更只有1位麻醉師，要服務11.31萬人，因此被外界批評為除內、外、婦、兒和急重症等五大皆空外，麻醉科已成為台灣醫療「第六空」。而台灣醫療體系因麻醉醫師嚴重不足，衍生出麻醉師超量工作、無照醫師充斥民間醫院等弊端，這是造成台灣麻醉致死率居高不下的原因。根據台灣麻醉醫學會期刊指出，2002─08年台灣麻醉致死率是十萬分之十二，約是日本的10倍、英國的21倍及美國的12到24倍，政府必須正視問題的嚴重性。為維護民眾就醫安全，降低麻醉致死率，本席要求衛福部加強麻醉醫師的人力培訓及獎勵人才留任；落實稽查無照麻醉醫師，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_007.doc,all,
08,05,08,,8,本院委員賴士葆等22人臨時提案，根據警政署統計估算，2012年的網路詐騙多達2245件（包含網路帳號盜用、交友網站詐騙等），佔全年詐欺案件的10.88%，顯見網路造成的社會問題逐漸浮現。惟檢視目前主管機關對網路交易平台業者的相關規範與管理，付之闕如，幾乎呈現無政府狀態；加上，消基會指出消費者上網購物，必須提供自己的真實姓名、聯絡地址、電話、銀行帳戶甚至信用卡卡號，卻對賣東西給自己的賣家是誰，一無所知。而提供交易平台的業者卻未善盡管理責任，放任不肖賣家大量註冊帳號，亦未主動協助處理糾紛及協助買家避免遭受網路詐騙，形成消費者保護的死角。因此，為督促政府主管機關正視該種情形氾濫，爰提案要求經濟部及其相關單位，應積極完成網路交易平台的管理、義務和責任歸屬之規範，同時評估推動網路銷售業者的實名認證制度之可行性，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_008.doc,all,
08,05,08,,9,本院委員吳育昇、李貴敏等17人臨時提案，有鑑於我國自產能源缺乏，98%以上的能源須由國外進口，為因應經濟永續發展，全力達成各類再生能源發展、穩定電力供應及降低碳排放之目標。實施綠色電價制度是新電力政策及推廣再生能源中不可或缺的重要措施之一。雖然，經濟部已著手規劃「自願性綠色電價制度試辦計畫」，初步規劃103年度下半年可認購之綠色電力量為3億1000萬度，然其計畫本身係以鼓勵民間認購綠色電力，對於政府部門是否應該優先認購綠色電力卻未加以規劃，本席建請行政院應同時研擬政府部門用電需求優先購買綠色電價，使民眾與政府共同支持推廣再生能源，進而發展綠能經濟，達成綠能供給、產業發展及環境保護三贏局面，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_009.doc,all,
08,05,08,,10,本院委員羅淑蕾、盧秀燕等20人臨時提案，鑑於台灣已邁入高齡化社會，2060年台灣老年失智人口將增加至80萬人，重度失智老人之日常生活皆需人照顧，其家人常常無法兼顧而將其送至安養院或護理中心，但其專業不足、品質參差不齊反而對病情沒有幫助。歐洲已有新形態的「失智村」，在具有專門社工人員服務的情境下，讓這些患者完全生活在一種與真實社會隔絕但具有完整生活基能的社區環境，以協助老年失智患者度過餘生，值得台灣借鏡。爰此，本席提案建請行政院協調衛生福利部與相關部會整合現有資源研議推動台灣失智村之可行性，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_010.doc,all,
08,05,08,,11,本院委員楊玉欣、江惠貞、李貴敏、陳碧涵、陳鎮湘、江啟臣、劉建國等22人臨時提案，鑒於1957福利服務專線自95年開辦至今，許多民眾對專線性質與服務項目仍感陌生，且該專線目前尚未提供視訊通話服務，不利身心障礙者與社工人員溝通對話。爰提案建請衛生福利部加強1957專線資訊宣導工作，針對專線推廣成效進行評估，並協助委辦單位借鏡1999專線之多元服務管道作法提昇服務質量，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_011.doc,all,
08,05,08,,12,本院委員蘇清泉、潘維剛、江惠貞、楊玉欣、李貴敏、吳育仁等21人臨時提案，依據100年國民長期照護需要調查，我國全人口失能人數為69萬人，推估至120年快速增加至118萬人，國家應按不同失能程度的照護需求，規劃與發展居家、社區及入住式的長照服務系統，然而，現在的長照服務市場存在供給不足的問題。在政府財源短絀的狀況下，政府應積極引進民間資金與人力投入長照事業，以豐沛台灣長照服務資源。「促進民間參與公共建設法」建置了引進民間資源及效率，並輔以政府監督的機制，且該法第三條所指公共建設也涵蓋「社會及勞工福利設施」，若能在長照資源不足社區，運用中小學校地、國軍精實後廢棄營區或其他使用率不高的公有設施，建置多層級的長期照護中心，以增加長照服務的可近性。建請行政院協調衛生福利部與財政部，將一定規模以上的長照服務機構認定為重大公共建設，透過促進民間參與公共建設法的公有土地提供、租稅優惠等機制，吸引民間投入參與長照服務之建設，彌補未來大量長照服務需求財源及服務資源不足的缺口，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_012.doc,all,
08,05,08,,13,本院委員盧秀燕、楊玉欣、馬文君、江惠貞等15人臨時提案，鑒於我國政府審查低收入戶或中低收入戶資格時，除了每人每月生活費需低於一定金額，另須符合家庭財產未超過中央、直轄市主管機關公告之當年度一定金額的標準；惟法規中列出計算家庭財產的例外情況，並未考量到雖生活費符合低收入戶標準，卻與多位繼承人共同持有無經濟效益土地所有權之狀況。所有權人眾多的土地，無論是為出租、出售等任何處分，均需全體所有權人同意，若土地已歷經數代繼承，欲找齊全體繼承人，難如登天，對生活困苦，亟需低收入津貼的民眾，不但共同繼承之土地無經濟效益，且此土地價值若高於審查標準，反成為其申請低收入戶資格的絆腳石，對其生活平添其不必要之困擾。本席相當關心經濟弱勢族群的權益，特提案要求行政院應就低收入戶審查資格中，不列入家庭不動產計算的情形，於兩個月內提出檢討報告，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_013.doc,all,
08,05,08,,14,本院委員邱志偉、吳秉叡、邱議瑩、葉宜津等15人臨時提案，鑒於不孕症人工生殖醫療費用造成不孕症夫妻沉重經濟負擔，欲生育者礙於巨額醫療費用，無法進入醫療程序，甚至影響婚姻及家庭關係。中央倘針對不孕症夫妻提供人工生殖補助，將能符應內政部「鼓勵生育」之立場及相關政策，使國內約35萬不孕症夫妻受惠。因此，衛福部國民健康署應籌措經費，儘速試辦不孕症人工生殖補助方案，進行成效評估及修正後，正式施行，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/09-1030513/0805091030513_026.doc,all,
08,05,08,,15,本院委員黃志雄等16人臨時提案，鑒於今年將決定2019年青年東亞運之主辦權，我國台中市也於今年提出申辦申請，為提高我國申辦成功機率，並提升我國運動競賽成績與國際能見度，爰此建請行政院應成立跨部會小組，就申辦各類事項給予台中市政府最大協助，必要時與對岸協商爭取其支持，以利我國成功取得2019年青年東亞運主辦權，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_015.doc,all,
08,05,08,,16,本院委員黃偉哲等11人臨時提案，有鑑台灣四面環海，擁有優良海洋地理環境，為全球生物多樣性豐富的地區之一，沿岸海域及生物條件更是魚類繁殖重要場所，然而現行拖網等漁法已造成海床、珊瑚礁、永續漁源棲地之破壞，致生態系受到毀滅性衝擊，要求農委會停止錯誤政策，並對於底拖網造成的生態浩劫積極進行管理，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_016.doc,all,
08,05,08,,17,本院委員鄭汝芬等13人臨時提案，有鑑於近年來彰濱工業區因Google、寶德等國內外大廠進駐導致用水量增加，依據水利署預估，民國105年用水需求量約為每日4.8萬噸，至118年需水量為每日10.8萬噸，惟台灣自來水公司的彰化供水系統已趨於飽和，無法滿足彰濱工業區需求，而經濟部已邀集水利署、工業局、國營會及台灣自來水公司等單位協商，將由工業局統籌，並委由自來水公司及彰化水利會，採「借道福馬圳供水方案」，即由福馬圳引水到寓埔制水門，再設置加壓站，並透過輸水管線送至彰濱工業區內。為促進彰化縣產業發展，要求行政院應督導相關部會，相關工程應於104年底完工，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_017.doc,all,
08,05,08,,18,本院委員顏寬恒等24人臨時提案，有鑑於政府為順利推行募兵制，訂頒「國軍醫院對榮民榮眷門診掛號費優惠」措施，以加強對榮民榮眷的醫療照顧服務，增加募兵誘因。惟國防部軍醫局僅為考量所屬人員作業方便，竟行文各軍醫院，將該掛號費優惠一覽表中「榮民榮眷」一詞，限縮解釋為「持有備役軍人眷屬身分證者」，致43萬未持有備役軍人眷屬身分證的榮眷未能獲得優待，實已影響該等人員之權益，並有實質進行分化榮民、製造對立之嫌，且將嚴重妨害募兵制工作之推行。爰提案建請國防部檢討修正該函釋，除「持有備役軍人眷屬身分證者」外，另加上「若持有足以證明榮眷關係之文件者」亦得給予優惠之條件，以落實上開政府照顧榮民榮眷美意，並增募兵誘因，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_018.doc,all,
08,05,08,,19,本院委員王進士、徐欣瑩等13人臨時提案，鑒於大陸籍旅客已成為我國最大觀光客源，為避免香港街頭之「便溺事件」在台發生並引發爭議。爰此，提案要求交通部應針對代辦之旅遊業者、觀光景點、機場入境點加強宣導及管制動作，避免相關問題產生，重創我國觀光形象，甚而排擠其他國家遊客訪台意願，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_019.doc,all,
08,05,08,,20,本院委員簡東明等13人臨時提案，鑑於政府原簽訂「兩岸服務貿易協定」，引起社會動盪，而原住民學生、族人則普遍憂心「土地」、「工作權」流失，因政府溝通方式不明，引發原住民對簽訂內容質疑。因此本席爰提案要求：未來若和大陸或其他國家簽訂任何協議，在過程中必須邀請原住民代表能全程參與，維護原住民知的權利，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_020.doc,all,
08,05,08,,21,本院委員江啟臣、詹凱臣等17人臨時提案，鑒於國防部推動募兵制在即，後備動員戰力面臨役男僅受短期之軍事訓練，卻需承擔「及時動員、及時作戰」之支援防衛作戰任務，凸顯後備動員制度改革、調整之重要性。惟目前國軍後備軍人教育召集動員有訓練情況不佳、動員比例不公、召集時間過長、訓練課程安排鬆散等問題，實有檢討後備軍人教召之必要性。爰此，建議政府應針對目前教召訓練方式、時間與公平性進行全面性檢討，且因應未來國軍兵力結構調整及後備戰力缺額狀況，提出改革方案，並參酌美國國民兵之「週末戰士」制度，整合民間志願為國家服務之力量，強化國軍動員戰備整備，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_021.doc,all,
08,05,08,,22,本院委員賴振昌、周倪安等17人臨時提案，為教育部罔顧民間學者、團體和在野黨的反對，在國人一片質疑氛圍下，仍執意於102年7月31日公布所謂課綱微調，將自103學年度入學的高中一年級新生起逐年實施，搭配本次高中職課綱微調之教科書，依程序國家教育研究院審查通過後，將自103學年第1學期由各校選用，為免爭議擴大，損及學生受教權益，本席等要求自課綱微調之後，前後課綱有不同敘述之部分不得採為試題，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/06/02-1030923/0806021030923_020.doc,all,
08,05,08,,23,本院委員盧嘉辰、吳育仁等16人臨時提案，有鑑於市售即食食品以及冷凍料理半成品包裝上未清楚標示內含物成分品項，導致消費者食用時無法100%掌握食品之內含成分是否具有自己無法食用或拒絕食用的肉類品項，例如茹素、不吃牛肉或不吃豬肉的民眾無法從商品品名以及營養標示中判斷是否含有該肉品種類來源，導致誤食關鍵食材；建請衛生福利部研議規定或鼓勵具有完整包裝的即食食品以及冷凍料理半成品組合應於包裝明顯處加貼「無蛋」、「無牛肉」、「無豬肉」等關鍵標示警語，以確保國人消費食安，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/08-1030506/0805081030506_023.doc,all,
08,05,09,,1,本院委員陳碧涵、楊玉欣、陳學聖等15人臨時提案，有鑑於中信金以建置新舞臺為條件，換取台北市政府的容積獎勵，然而卻因欲出售產權，導致容積獎勵所建設的文化設施─新舞臺必須熄燈，造成臺灣表演藝術發展、市民文化近用權上莫大的損失。在韓國，企業除了會投入資金建置、經營專業表演藝術場館外，更會以認養或是投標的方式參與國家級表演藝術場館的設置；「文化大國」不應該只是口號！爰此，建請行政院指派政務委員，邀請文化部、經濟部、財政部等相關部會針對企業投入藝文場館經營與設置，訂定「獎勵企業投入藝文場館經營措施及其應擔負之義務規定」，藉此可解決專業表演藝術場館缺乏問題，也可規範企業責任，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/09-1030513/0805091030513_001.doc,all,
08,05,09,,2,本院委員邱文彥、陳鎮湘、王惠美等24人臨時提案，今年5月初中國大陸擬在西沙群島建立鑽油平台，引發越南強烈抗議，雙方動員超過百艘船艦對峙南海，中方並以衝撞和水砲攻擊對方；同一時間，菲律賓在南沙半月礁附近逮捕11位捕捉海龜的大陸漁民，中方要求立即釋放人船；中國大陸另在赤瓜礁積極填海造地，以建造永固之防衛基地；鑒於南海情勢緊張，衝突一觸即發，為維護中華民國南海權益，研擬周延對策、凝聚有效策略，並推廣國土認知教育，建請除舉行國家安全會議外，行政院應邀集產官學民，召開「南海國是會議」，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/10-1030520/0805101030520_026.doc,all,
08,05,09,,3,本院台灣團結聯盟黨團臨時提案，有鑑於台灣高鐵公司近期因轉轍器訊號異常頻頻發生問題之情事，且高鐵公司從去（102）年9月至今（103）年4月已針對常用道岔和轉轍器進行過一次大修，竟還是不斷出錯，惟究其原因，交通部高鐵局與台灣高鐵公司雙方的說法竟不一致，顯見交通部與台灣高鐵公司如此不負責任之態度，在漲價後卻未能同步提升服務品質和穩定度，實有未當。爰此，建請行政院應責成交通部除應負起主管機關應有之監督責任外，並請交通部應要求台灣高鐵公司立即進行全面總檢討，澈底找出具體之解決辦法，以保障全民搭乘公共運輸系統之生命財產安全，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/09-1030513/0805091030513_003.doc,all,
08,05,09,,4,本院委員李貴敏等12人臨時提案，鑑於「人口」為社會發展之先行指標，而人口衰退，勢將牽動教育、產業、住宅、社福等國家重大政策，故政府施政應隨時關注國內人口之組成與變遷。經查，臺灣近年總生育率連年下降，100年之總生育率僅1.07，遠低於應有之人口替代率2.1之標準。據經建會推估，2022年臺灣的人口自然增加率為0。果真如此，為替補人口自然增加之不足，應引入國外優質人力，以減緩人口劇減之衝擊。惟據相關資料顯示，臺灣2009年至2011年之人口遷移他國呈淨移出，而同期世界主要國家則呈現淨移入，顯見我國經濟現狀及移民政策誘因不足，無法吸引國際人口移入之現況。為減低人口減少對國家、社會、產業之衝擊，爰建請行政院責成相關單位，檢討我國當前之移民及人口政策，期能引入國際高優質人才，穩定補充我國人口並維持國家、社會之穩定，請公決案。,http://lci.ly.gov.tw/LyLCEW/agenda/provisionalBill/08/05/09-1030513/0805091030513_004.doc,all,
